1;Rækkehus;Ledavej;21D;9210;1989;4;129;1825000;14147;24-05-2005;Alm. Salg;57,007316;9,9492999
2;Sommerhus;Lille Strandgaard;13B;9370;2008;4;106;1900000;17924;30-04-2012;Alm. Salg;57,009972;10,343147
3;Sommerhus;Mågevej;66;9280;2008;3;85;100000;1176;25-07-2006;Alm. Salg;56,9784;10,2139849
4;Villa;Jupitervej;32;9200;1963;4;98;1525000;15561;24-06-2011;Alm. Salg;57,016257;9,9088314
5;Rækkehus;Perikumvej;53;9000;1970;4;92;738891;8031;19-11-1998;Alm. Salg;57,023485;9,8984159
6;Lejlighed;Juelsparken;24;9210;1969;3;119;1285000;10798;18-12-2008;Alm. Salg;57,01471;9,932575
7;Villa;Nervøsvej;58;9430;1970;4;179;1290000;7206;04-06-2001;Alm. Salg;57,123936;9,8556069
8;Lejlighed;Parkvej;14;9000;1939;3;81;660000;8148;28-12-2001;Alm. Salg;57,0347857;9,9070835
9;Villa;Tylstrupparken;16;9382;2004;5;152;1900000;12500;13-03-2012;Alm. Salg;57,1984539;9,9568788
10;Villa;Tranumparken;35;9220;1975;4;112;1625000;14508;20-06-2006;Alm. Salg;57,0361087;10,0044758
11;Villa;Under Lien;11;9000;1965;6;210;1062000;0;26-04-1999;Alm. Salg;57,039937;9,871325
12;Lejlighed;Toldbodgade;31;9000;1939;4;173;1500000;8670;25-01-2012;Alm. Salg;57,0518729;9,917293
13;Rækkehus;Vejgård Bymidte;61;9000;1982;3;102;1315000;12892;07-05-2008;Alm. Salg;57,041783;9,949882
14;Villa;Thistedvej;107;9400;1923;4;102;998000;9784;31-07-2011;Alm. Salg;57,07028;9,896133
15;Sommerhus;Pirken;31;9240;2008;3;70;625000;8928;11-09-2007;Alm. Salg;57,029278;9,685584
16;Villa;Engbovej;2;9200;1971;5;155;1870000;12064;14-08-2012;Alm. Salg;57,006824;9,899184
17;Villa;Eriksvej;12;9000;1959;2;80;888000;11100;05-09-2002;Alm. Salg;57,028569;9,954438
18;Villa;Oluf Borchs Vej;21;9000;1935;4;104;760000;7307;24-08-1992;Alm. Salg;57,0286299;9,9187712
19;Rækkehus;Klintholmvej;5;9400;1981;4;111;715500;6445;26-06-2014;Fam. Salg;57,0794267;9,9390313
20;Lejlighed;Vestergade;31;9400;1900;3;87;674855;7756;18-03-2002;Alm. Salg;57,0600527;9,9186782
21;Villa;Jørgen Sonnes Vej;44;9000;1952;3;85;1090000;12823;16-03-1999;Alm. Salg;57,0459328;9,9637958
22;Villa;Pallasvej;9;9200;1967;3;106;850000;8018;02-12-2010;Alm. Salg;57,015401;9,908709
23;Rækkehus;Offerlunden;15B;9230;1976;4;141;1730000;12269;10-10-2014;Alm. Salg;56,965325;9,849337
24;Villa;Frederik Raschs Vej;1;9400;1955;5;147;979000;6659;17-03-2005;Alm. Salg;57,0722136;9,9040136
25;Lejlighed;Vesterbro;35;9000;1959;2;81;700000;8641;26-10-2009;Alm. Salg;57,0455346;9,9124958
26;Lejlighed;Nørregade;14B;9000;1889;3;117;2450000;20940;28-06-2006;Alm. Salg;57,0464985;9,9263719
27;Villa;Heisesvej;8;9200;1976;5;171;1200000;7017;11-04-2002;Alm. Salg;57,018453;9,893519
28;Rækkehus;Vestbjerggårdvej;3;9380;1977;5;129;850000;6589;13-01-1999;Alm. Salg;57,1260873;9,968423
29;Lejlighed;Vesterbro;98;9000;1950;1;53;495000;9339;03-11-2005;Alm. Salg;57,051765;9,9172
30;Villa;Kornblomstvej;67;9000;1959;4;118;2425000;20550;03-01-2013;Alm. Salg;57,028855;9,9042683
31;Villa;Tofthøjparken;8;9280;1997;6;144;191836;1332;03-01-1997;Alm. Salg;57,001213;10,094859
32;Villa;Vester Halne Vej;34;9430;1972;5;170;576000;3388;28-09-1997;Fam. Salg;57,11335;9,85599
33;Lejlighed;Engvej;16A;9400;1929;2;65;720000;11076;03-09-2013;Alm. Salg;57,057047;9,9294809
34;Rækkehus;Vitus Berings Vej;2;9210;1960;4;96;850000;8854;04-06-2003;Alm. Salg;57,01902;9,937707
35;Sommerhus;Krøjen;13;9240;1974;3;65;475000;7307;06-06-2005;Alm. Salg;57,024616;9,685581
36;Villa;Aagade;98;9280;1899;7;231;1185000;5129;28-06-2005;Alm. Salg;56,9629933;10,1004787
37;Sommerhus;Bristolstien;1;9280;1963;5;91;244800;2690;08-10-1999;Alm. Salg;56,927134;10,2622199
38;Villa;Fuglsangsvej;13;9400;1934;5;154;1120000;0;23-02-2006;Alm. Salg;57,063982;9,914879
39;Villa;Fælledvej;33;9210;1960;4;150;615000;0;21-09-1993;Alm. Salg;57,010449;9,923231
40;Villa;Gærdesangervej;8;9230;1948;2;80;1154000;14425;06-02-2012;Alm. Salg;56,9778702;9,8485399
41;Villa;Resenvej;15;9220;1966;3;114;1725000;15131;08-07-2010;Alm. Salg;57,034988;9,9828949
42;Sommerhus;Glentevej;12;9280;1969;3;60;637500;10625;22-05-2009;Alm. Salg;56,981494;10,290798
43;Villa;Gudumvej;81;9260;1934;3;100;326500;3265;14-05-1997;Alm. Salg;56,935077;10,055648
44;Villa;Agervej;8;9280;1997;4;142;110000;774;22-09-1997;Alm. Salg;57,003453;10,100687
45;Lejlighed;Vingårdsgade;27;9000;1927;2;77;1050000;0;05-10-2011;Alm. Salg;57,0477593;9,9156399
46;Sommerhus;Elme Alle;2;9280;1975;4;92;285000;3097;04-06-2004;Alm. Salg;56,988295;10,184535
47;Villa;Hellebækvej;75;9270;1976;4;159;580000;3647;01-09-2000;Fam. Salg;57,0074424;10,0580105
48;Villa;Mulbjergvej;6;9280;1936;3;70;360000;5142;30-06-2008;Alm. Salg;56,909024;10,2521
49;Villa;Vestergaardsvej;19;9293;1978;4;114;595000;5219;05-09-2014;Alm. Salg;56,887827;10,1067889
50;Rækkehus;Remisevej;28C;9280;1981;3;73;390000;5342;21-12-2009;Alm. Salg;56,9042582;10,2528921
51;Villa;Kongerslevvej;7;9293;1887;3;105;459000;4371;19-03-2015;Fam. Salg;56,89672;10,125045
52;Lejlighed;Kong Hans Gade;11;9000;1984;3;79;1395000;17658;20-05-2015;Alm. Salg;57,04817;9,908738
53;Villa;Wagnersvej;12;9200;1998;5;145;1650000;11379;25-07-2001;Alm. Salg;57,008571;9,813158
54;Villa;Søndergårdsvej;19;9400;1920;6;169;1082000;6402;28-09-2003;Alm. Salg;57,082866;9,897525
55;Lejlighed;Fredericiagade;6;9000;1940;3;84;1330000;15833;22-02-2015;Alm. Salg;57,051382;9,906838
56;Rækkehus;Æblehaven;12;9230;1971;6;130;985000;7576;03-04-2002;Alm. Salg;56,9731629;9,8386988
57;Villa;Svanholmsmindevej;10;9293;1844;5;116;140000;1206;07-07-2000;Alm. Salg;56,873069;10,09723
58;Sommerhus;Kongelunden;18;9370;1984;4;74;625000;8445;29-11-2004;Alm. Salg;57,030747;10,341178
59;Villa;Nørgaardsvej;3;9280;1975;6;255;1300000;5098;07-04-2003;Alm. Salg;56,993826;10,104353
60;Villa;Gravsholtvej;6;9310;1962;7;188;819000;4356;29-10-2002;Alm. Salg;57,1071218;10,0831287
61;Sommerhus;Rådyrvej;23;9370;1970;3;48;195500;4072;08-05-2002;Fam. Salg;57,053136;10,348695
62;Lejlighed;Toldbodgade;31;9000;1939;2;64;657000;0;04-06-2003;Alm. Salg;57,0518729;9,917293
63;Villa;Øster Strandvej;13;9400;1923;3;91;600000;6593;19-12-2006;Alm. Salg;57,0633006;9,9503217
64;Villa;Kirkestien;2;9370;1956;3;102;250000;2450;25-08-1994;Alm. Salg;57,074555;10,25711
65;Lejlighed;Østerbrogade;77;9400;1953;3;84;1250000;14880;12-03-2015;Alm. Salg;57,0583515;9,9262439
66;Rækkehus;Gertrud Rasks Vej;104;9210;1965;4;90;1295000;14388;24-04-2007;Alm. Salg;57,022321;9,929899
67;Villa;Lektorvej;9;9000;1959;4;127;1480000;11653;26-04-2005;Alm. Salg;57,0267262;9,9336785
68;Villa;Gultentorpvej;28;9260;1960;4;142;1995000;14049;17-01-2003;Alm. Salg;56,97426;9,93668
69;Villa;Thistedvej;108;9400;1931;4;134;1370000;10223;25-03-2004;Alm. Salg;57,070001;9,896176
70;Villa;Valmuevej;8;9380;1969;5;191;1545000;8089;14-10-2004;Alm. Salg;57,1324116;9,9681408
71;Anden beboelse;Forårsvej;56B;9220;1897;3;98;800000;8163;02-07-2006;Alm. Salg;57,0415896;9,9817472
72;Villa;Dall Møllevej;29;9230;1890;4;155;1475000;9516;12-08-2005;Alm. Salg;56,973735;9,864876
73;Villa;Tranumparken;36;9220;1975;4;146;1798000;12315;07-05-2009;Alm. Salg;57,036356;10,006314
74;Villa;Aalborgvej;8;9370;1915;4;112;880000;7857;05-10-2007;Alm. Salg;56,998659;10,3084969
75;Villa;Hatten;2;9210;1963;4;138;2500000;18115;06-11-2012;Alm. Salg;57,010883;9,932578
76;Sommerhus;Svend Møllers Vej;3;9370;1965;2;80;540000;6750;23-08-1999;Alm. Salg;57,0217465;10,3518412
77;Lejlighed;Valdemarsgade;11;9000;1979;2;64;1135000;17734;29-12-2011;Alm. Salg;57,050457;9,910508
78;Villa;Digevangen;19;9260;1969;5;162;2195000;13549;23-10-2009;Alm. Salg;56,994846;9,993375
79;Villa;Tingvej;4;9380;1959;3;88;885000;10056;04-01-2001;Alm. Salg;57,1278013;9,9704363
80;Lejlighed;Engvej;16A;9400;1929;2;66;933123;14138;27-07-2015;Alm. Salg;57,057047;9,9294809
81;Villa;Knut Hamsuns Vej;8;9381;1962;5;115;1045000;9086;24-06-2011;Alm. Salg;57,1664116;9,9501258
82;Sommerhus;Thomas Winthers Vej;15;9370;1989;4;68;825000;12132;14-04-2003;Alm. Salg;57,003012;10,342007
83;Sommerhus;Skovvej;9;9370;1970;4;69;511310;0;05-07-1999;Alm. Salg;57,007476;10,339583
84;Lejlighed;Reberbansgade;2;9000;1912;3;96;460000;0;16-07-1996;Alm. Salg;57,04935;9,914503
85;Villa;Karen Palsgårds Vej;6;9280;1964;4;140;640000;4571;07-10-1995;Alm. Salg;56,990635;10,103502
86;Lejlighed;Christiansgade;58;9000;1902;3;79;1111000;14063;06-07-2007;Alm. Salg;57,0440141;9,9200379
87;Lejlighed;Rolighedsvej;63;9400;1920;3;98;1450000;14795;22-04-2009;Alm. Salg;57,0659257;9,9246524
88;Villa;Ellidshøjvej;25B;9230;1981;4;115;550000;4782;10-06-2015;Alm. Salg;56,932161;9,87213
89;Villa;Toftegårdsparken;24;9381;1969;4;125;1100000;8800;03-05-2008;Alm. Salg;57,1593226;9,9615529
90;Villa;Thorsens Alle;15;9000;1938;5;122;1350000;0;11-08-1998;Alm. Salg;57,0375199;9,8817301
91;Lejlighed;Revlingbakken;33;9000;1972;1;38;330000;8684;01-10-2007;Alm. Salg;57,0260843;9,89803
92;Lejlighed;Vendsysselgade;4;9000;1939;2;71;500000;7042;23-05-1997;Alm. Salg;57,0416324;9,9421677
93;Villa;Demetervej;17;9210;1983;6;126;2520000;20000;27-02-2015;Alm. Salg;57,012171;9,951219
94;Villa;Forårsvej;57;9220;1890;5;218;1100000;0;20-12-2004;Alm. Salg;57,0417507;9,981817
95;Rækkehus;Egevej;5;9000;1953;4;105;758197;7220;09-08-2005;;57,033515;9,881456
96;Sommerhus;Kærgårdsvej;8A;9280;1963;2;62;475000;7661;16-06-2011;Alm. Salg;56,989007;10,076891
97;Villa;Vestbjerggårdvej;4;9380;1998;4;106;195000;1839;21-08-1997;Alm. Salg;57,1261246;9,9676736
98;Villa;Skovridervej;2;9280;1962;7;175;856000;4891;25-06-1996;Alm. Salg;56,944056;10,202496
99;Villa;Ny Kærvej;22;9000;1930;6;151;760000;5033;29-05-1996;Alm. Salg;57,0324929;9,920589
100;Villa;Under Lien;12;9000;2006;7;186;3800000;20430;31-03-2014;Alm. Salg;57,040423;9,871172
101;Villa;Engbovej;4;9200;1969;5;169;1380000;8165;08-04-2002;Alm. Salg;57,00662;9,898817
102;Villa;Herningvej;210;9220;1977;5;137;1550000;11313;24-11-2009;Alm. Salg;57,0224275;9,9839193
103;Lejlighed;Vesterbrogade;4A;9400;1957;4;114;823784;7226;31-01-2008;Fam. Salg;57,057855;9,920994
104;Villa;Flamstedvej;165;9260;1877;3;132;1950000;14772;15-07-2010;Alm. Salg;56,909637;9,973326
105;Lejlighed;Fredericiagade;6;9000;1940;2;58;222186;3830;30-11-1995;Fam. Salg;57,051382;9,906838
106;Villa;Dalby Alle;18;9230;1962;6;263;2200000;8365;12-01-2007;Alm. Salg;56,989749;9,882166
107;Lejlighed;Ivar Huitfeldts Gade;11;9000;1955;2;71;1004825;14152;17-01-2014;Alm. Salg;57,056153;9,89937
108;Lejlighed;Vesterbro;35;9000;1959;3;91;489000;0;15-01-1997;Alm. Salg;57,0455346;9,9124958
109;Villa;Hobrovej;319;9200;1940;7;225;1487500;6611;12-04-2005;Fam. Salg;57,016923;9,89643
110;Villa;Eriksvej;13;9000;1960;3;98;2295000;23418;10-06-2015;Alm. Salg;57,028211;9,954281
111;Rækkehus;Offerlunden;15D;9230;1976;5;141;1702000;12070;28-05-2006;Alm. Salg;56,965056;9,849265
112;Lejlighed;Hadsundvej;86B;9000;1969;4;88;533591;6063;13-12-1997;Alm. Salg;57,036877;9,952328
113;Villa;Oluf Borchs Vej;23;9000;1954;5;120;1300000;10833;12-11-2001;Fam. Salg;57,028619;9,9190191
114;Rækkehus;Vejgård Bymidte;63;9000;1983;3;94;1730000;18404;22-05-2015;Alm. Salg;57,041738;9,949881
115;Sommerhus;Sønder Havsig;46;9370;2006;5;125;1350000;10800;05-02-2009;Alm. Salg;57,049943;10,364801
116;Sommerhus;Pirken;35;9240;1964;2;35;250000;7142;30-01-2007;Alm. Salg;57,028684;9,685738
117;Lejlighed;Poulstrupvej;127;9230;1920;5;170;532087;3129;12-12-2007;;56,955638;9,897194
118;Villa;Hanedamsvej;11;9240;1982;7;140;650000;4642;15-09-1993;Alm. Salg;57,037436;9,7421399
119;Lejlighed;Juelsparken;24;9210;1969;4;136;1035000;0;25-03-2004;Alm. Salg;57,01471;9,932575
120;Villa;Tornhøjparken;32;9220;1977;5;146;1890000;12945;27-02-2009;Alm. Salg;57,019875;9,993417
121;Villa;Vigen;41;9280;1970;3;130;1360000;10461;13-12-2007;Alm. Salg;56,993569;10,102881
122;Villa;Evasvej;5;9000;1952;4;100;2175000;21750;12-12-2011;Alm. Salg;57,044489;9,8859098
123;Villa;Jupitervej;33;9200;1963;6;150;614594;0;30-03-1995;Alm. Salg;57,016735;9,908811
124;Villa;Kolloparken;89;9200;1973;5;152;2051000;13493;31-03-2011;Alm. Salg;57,0016615;9,8176164
