0 Rækkehus Ledavej 21D 9210 1989 4 1825000 14147 24-05-2005 Alm. Salg 9,9492999 9,9492999
1 Sommerhus Lille Strandgaard 13B 9370 2008 4 1900000 17924 30-04-2012 Alm. Salg 10,343147 10,343147
2 Sommerhus Mågevej 66 9280 2008 3 100000 1176 25-07-2006 Alm. Salg 10,2139849 10,2139849
3 Villa Jupitervej 32 9200 1963 4 1525000 15561 24-06-2011 Alm. Salg 9,9088314 9,9088314
4 Rækkehus Perikumvej 53 9000 1970 4 738891 8031 19-11-1998 Alm. Salg 9,8984159 9,8984159
5 Lejlighed Juelsparken 24 9210 1969 3 1285000 10798 18-12-2008 Alm. Salg 9,932575 9,932575
6 Villa Nervøsvej 58 9430 1970 4 1290000 7206 04-06-2001 Alm. Salg 9,8556069 9,8556069
7 Lejlighed Parkvej 14 9000 1939 3 660000 8148 28-12-2001 Alm. Salg 9,9070835 9,9070835
8 Villa Tylstrupparken 16 9382 2004 5 1900000 12500 13-03-2012 Alm. Salg 9,9568788 9,9568788
9 Villa Tranumparken 35 9220 1975 4 1625000 14508 20-06-2006 Alm. Salg 10,0044758 10,0044758
10 Villa Under Lien 11 9000 1965 6 1062000 0 26-04-1999 Alm. Salg 9,871325 9,871325
11 Lejlighed Toldbodgade 31 9000 1939 4 1500000 8670 25-01-2012 Alm. Salg 9,917293 9,917293
12 Rækkehus Vejgård Bymidte 61 9000 1982 3 1315000 12892 07-05-2008 Alm. Salg 9,949882 9,949882
13 Villa Thistedvej 107 9400 1923 4 998000 9784 31-07-2011 Alm. Salg 9,896133 9,896133
14 Sommerhus Pirken 31 9240 2008 3 625000 8928 11-09-2007 Alm. Salg 9,685584 9,685584
15 Villa Engbovej 2 9200 1971 5 1870000 12064 14-08-2012 Alm. Salg 9,899184 9,899184
16 Villa Eriksvej 12 9000 1959 2 888000 11100 05-09-2002 Alm. Salg 9,954438 9,954438
17 Villa Oluf Borchs Vej 21 9000 1935 4 760000 7307 24-08-1992 Alm. Salg 9,9187712 9,9187712
18 Rækkehus Klintholmvej 5 9400 1981 4 715500 6445 26-06-2014 Fam. Salg 9,9390313 9,9390313
19 Lejlighed Vestergade 31 9400 1900 3 674855 7756 18-03-2002 Alm. Salg 9,9186782 9,9186782
20 Villa Jørgen Sonnes Vej 44 9000 1952 3 1090000 12823 16-03-1999 Alm. Salg 9,9637958 9,9637958
21 Villa Pallasvej 9 9200 1967 3 850000 8018 02-12-2010 Alm. Salg 9,908709 9,908709
22 Rækkehus Offerlunden 15B 9230 1976 4 1730000 12269 10-10-2014 Alm. Salg 9,849337 9,849337
23 Villa Frederik Raschs Vej 1 9400 1955 5 979000 6659 17-03-2005 Alm. Salg 9,9040136 9,9040136
24 Lejlighed Vesterbro 35 9000 1959 2 700000 8641 26-10-2009 Alm. Salg 9,9124958 9,9124958
25 Lejlighed Nørregade 14B 9000 1889 3 2450000 20940 28-06-2006 Alm. Salg 9,9263719 9,9263719
26 Villa Heisesvej 8 9200 1976 5 1200000 7017 11-04-2002 Alm. Salg 9,893519 9,893519
27 Rækkehus Vestbjerggårdvej 3 9380 1977 5 850000 6589 13-01-1999 Alm. Salg 9,968423 9,968423
28 Lejlighed Vesterbro 98 9000 1950 1 495000 9339 03-11-2005 Alm. Salg 9,9172 9,9172
29 Villa Kornblomstvej 67 9000 1959 4 2425000 20550 03-01-2013 Alm. Salg 9,9042683 9,9042683
30 Villa Tofthøjparken 8 9280 1997 6 191836 1332 03-01-1997 Alm. Salg 10,094859 10,094859
31 Villa Vester Halne Vej 34 9430 1972 5 576000 3388 28-09-1997 Fam. Salg 9,85599 9,85599
32 Lejlighed Engvej 16A 9400 1929 2 720000 11076 03-09-2013 Alm. Salg 9,9294809 9,9294809
33 Rækkehus Vitus Berings Vej 2 9210 1960 4 850000 8854 04-06-2003 Alm. Salg 9,937707 9,937707
34 Sommerhus Krøjen 13 9240 1974 3 475000 7307 06-06-2005 Alm. Salg 9,685581 9,685581
35 Villa Aagade 98 9280 1899 7 1185000 5129 28-06-2005 Alm. Salg 10,1004787 10,1004787
36 Sommerhus Bristolstien 1 9280 1963 5 244800 2690 08-10-1999 Alm. Salg 10,2622199 10,2622199
37 Villa Fuglsangsvej 13 9400 1934 5 1120000 0 23-02-2006 Alm. Salg 9,914879 9,914879
38 Villa Fælledvej 33 9210 1960 4 615000 0 21-09-1993 Alm. Salg 9,923231 9,923231
39 Villa Gærdesangervej 8 9230 1948 2 1154000 14425 06-02-2012 Alm. Salg 9,8485399 9,8485399
40 Villa Resenvej 15 9220 1966 3 1725000 15131 08-07-2010 Alm. Salg 9,9828949 9,9828949
41 Sommerhus Glentevej 12 9280 1969 3 637500 10625 22-05-2009 Alm. Salg 10,290798 10,290798
42 Villa Gudumvej 81 9260 1934 3 326500 3265 14-05-1997 Alm. Salg 10,055648 10,055648
43 Villa Agervej 8 9280 1997 4 110000 774 22-09-1997 Alm. Salg 10,100687 10,100687
44 Lejlighed Vingårdsgade 27 9000 1927 2 1050000 0 05-10-2011 Alm. Salg 9,9156399 9,9156399
45 Sommerhus Elme Alle 2 9280 1975 4 285000 3097 04-06-2004 Alm. Salg 10,184535 10,184535
46 Villa Hellebækvej 75 9270 1976 4 580000 3647 01-09-2000 Fam. Salg 10,0580105 10,0580105
47 Villa Mulbjergvej 6 9280 1936 3 360000 5142 30-06-2008 Alm. Salg 10,2521 10,2521
48 Villa Vestergaardsvej 19 9293 1978 4 595000 5219 05-09-2014 Alm. Salg 10,1067889 10,1067889
49 Rækkehus Remisevej 28C 9280 1981 3 390000 5342 21-12-2009 Alm. Salg 10,2528921 10,2528921
50 Villa Kongerslevvej 7 9293 1887 3 459000 4371 19-03-2015 Fam. Salg 10,125045 10,125045
51 Lejlighed Kong Hans Gade 11 9000 1984 3 1395000 17658 20-05-2015 Alm. Salg 9,908738 9,908738
52 Villa Wagnersvej 12 9200 1998 5 1650000 11379 25-07-2001 Alm. Salg 9,813158 9,813158
53 Villa Søndergårdsvej 19 9400 1920 6 1082000 6402 28-09-2003 Alm. Salg 9,897525 9,897525
54 Lejlighed Fredericiagade 6 9000 1940 3 1330000 15833 22-02-2015 Alm. Salg 9,906838 9,906838
55 Rækkehus Æblehaven 12 9230 1971 6 985000 7576 03-04-2002 Alm. Salg 9,8386988 9,8386988
56 Villa Svanholmsmindevej 10 9293 1844 5 140000 1206 07-07-2000 Alm. Salg 10,09723 10,09723
