0 Villa Blomsterskrænten 29 9400 1963 3 1350000 9000 05-09-2003 Alm. Salg 9,9373609 9,9373609
1 Lejlighed Borgergade 32 9000 1917 2 1595000 17921 02-06-2014 Alm. Salg 9,9135259 9,9135259
2 Sommerhus Strandskadevej 4 9280 1972 4 595000 9916 05-03-2006 Alm. Salg 10,2840284 10,2840284
3 Sommerhus Hejrevej 21 9280 1971 3 750000 9259 13-07-2009 Alm. Salg 10,284666 10,284666
4 Villa Sønder Tranders Vej 178G 9260 1996 4 881030 7595 19-09-1995 Alm. Salg 9,983328 9,983328
5 Villa Fælledvej 5 9210 1951 5 1580000 12950 31-07-2014 Alm. Salg 9,925311 9,925311
6 Villa Offenbachsvej 9 9200 1962 4 922030 0 20-12-1995 Alm. Salg 9,812526 9,812526
7 Villa Olivenvej 9 9000 1990 4 1725504 0 10-10-1999 Alm. Salg 9,879751 9,879751
8 Villa Væverensvej 4 9000 1960 4 1495000 9966 04-08-2004 Alm. Salg 9,9200332 9,9200332
9 Lejlighed Samsøgade 19 9000 1949 2 720000 12857 19-06-2012 Alm. Salg 9,9389379 9,9389379
10 Sommerhus Kongevejen 195 9370 2005 5 1000000 10000 17-02-2015 Alm. Salg 10,347575 10,347575
11 Villa Hvolgården 20 9310 1972 5 845000 4912 30-05-1996 Alm. Salg 10,124597 10,124597
12 Villa Våsevej 45 9230 1900 6 260000 1293 26-04-2012  9,8733869 9,8733869
13 Villa Sønder Alle 11 9000 1915 5 1900000 0 01-02-2010 Alm. Salg 9,9149195 9,9149195
14 Villa Hadsundvej 341 9260 1915 8 2040000 10200 24-04-2015 Alm. Salg 9,9936527 9,9936527
15 Villa Åvej 12 9400 1926 7 397800 0 23-11-1994 Alm. Salg 9,8932819 9,8932819
16 Villa Hoppevænget 5 9230 1827 6 1745000 10264 04-02-2008 Alm. Salg 9,895571 9,895571
17 Villa Åvej 14 9400 1923 4 2900000 20000 31-08-2012 Alm. Salg 9,893197 9,893197
18 Lejlighed H. C. Andersens Vej 10 9000 1967 2 505000 7318 11-07-2000 Alm. Salg 9,968008 9,968008
19 Villa Kornblomstvej 45 9000 1967 4 1271000 8147 22-10-1997 Alm. Salg 9,9043495 9,9043495
20 Lejlighed H. C. Andersens Vej 10 9000 1967 2 235000 4351 24-02-1992 Alm. Salg 9,968008 9,968008
21 Lejlighed Sønderbro 23 9000 1942 2 645000 9347 01-08-2000 Alm. Salg 9,9318262 9,9318262
22 Lejlighed Christiansgade 3 9000 1891 4 1600000 0 19-12-2006 Alm. Salg 9,9164765 9,9164765
23 Villa Jens Duus Vej 1 9370 1944 7 1145000 6432 24-09-2003 Alm. Salg 10,311918 10,311918
24 Villa Gravenstenvej 37 9000 1977 4 1110000 6379 01-11-1995 Alm. Salg 9,861844 9,861844
25 Villa Heimdalsgade 58 9000 1954 3 775000 8611 08-03-2002 Alm. Salg 9,9541869 9,9541869
26 Sommerhus Svanevej 9 9370 1973 3 495750 8127 22-02-2013 Fam. Salg 10,359438 10,359438
27 Sommerhus Sønder Havsig 23 9370 1971 4 250000 3472 16-08-1996 Alm. Salg 10,367438 10,367438
