1;Villa;137;5;1963
2;Sommerhus;55;3;1973
3;Villa;101;4;1981
4;Lejlighed;299;8;1908
5;Villa;207;7;1920
6;Villa;162;4;1976
7;Sommerhus;69;3;1966
8;Villa;172;5;1977
9;Sommerhus;82;5;1954
10;Villa;138;3;1975
11;Villa;211;4;1935
12;Lejlighed;132;2;1930
13;Villa;117;4;1952
14;Villa;106;4;1914
15;Villa;173;7;1929
16;Lejlighed;61;2;1953
17;Lejlighed;80;3;1973
18;Lejlighed;32;1;1973
19;Lejlighed;146;4;1898
20;Rækkehus;90;3;1981
21;Rækkehus;69;3;1981
22;Lejlighed;82;2;1979
23;Sommerhus;45;3;1957
24;Villa;140;5;1940
25;Rækkehus;108;4;1959
26;Villa;225;6;1975
27;Lejlighed;82;2;1979
28;Villa;107;4;1966
29;Rækkehus;82;3;1989
30;Lejlighed;59;2;1942
31;Rækkehus;110;5;1959
32;Engroshandel;76;3;2002
33;Villa;118;4;1943
34;Sommerhus;128;5;1998
35;Sommerhus;87;4;2012
36;Rækkehus;69;3;1981
37;Rækkehus;90;3;1981
38;Sommerhus;62;3;1966
39;Villa;166;5;1973
40;Villa;132;5;1976
41;Lejlighed;61;2;1926
42;Lejlighed;59;2;1952
43;Villa;253;6;1948
44;Sommerhus;80;4;1973
45;Lejlighed;74;3;1926
46;Villa;199;5;1946
47;Rækkehus;120;9;1979
48;Rækkehus;81;3;1982
49;Sommerhus;67;3;1971
50;Villa;180;6;1978
51;Villa;225;8;1972
52;Villa;162;5;1963
53;Villa;148;4;1929
54;Villa;133;4;1965
55;Villa;226;7;1965
56;Villa;124;6;1960
57;Villa;129;5;1969
58;Villa;192;6;1964
59;Villa;146;5;1961
60;Villa;109;3;1962
61;Villa;119;5;1930
62;Villa;145;5;1973
63;Villa;121;3;1910
64;Lejlighed;81;3;1990
65;Villa;167;7;1963
66;Villa;143;4;1967
67;Villa;97;3;1930
68;Villa;144;5;1948
69;Villa;477;8;1860
70;Villa;160;4;1965
71;Villa;220;8;1912
72;Sommerhus;62;3;1973
73;Villa;102;3;1923
74;Lejlighed;136;3;1970
75;Lejlighed;61;2;1969
76;Villa;156;6;1969
77;Sommerhus;60;4;1986
78;Villa;142;3;1979
79;Sommerhus;57;3;1977
80;Villa;143;5;1959
81;Villa;135;5;1870
82;Rækkehus;82;3;1981
83;Sommerhus;149;5;1972
84;Villa;130;5;1925
85;Rækkehus;90;3;1981
86;Lejlighed;115;4;1890
87;Sommerhus;62;5;1978
88;Lejlighed;86;3;1969
89;Lejlighed;59;2;1942
90;Villa;136;6;1976
91;Villa;168;6;1962
92;Sommerhus;123;5;1978
93;Lejlighed;87;3;1973
94;Lejlighed;82;2;1979
95;Villa;102;3;1944
96;Sommerhus;68;4;2007
97;Rækkehus;82;3;1989
98;Sommerhus;57;4;1970
99;Sommerhus;92;6;1972
100;Rækkehus;120;4;1987
101;Villa;101;5;1930
102;Villa;155;6;2005
103;Villa;114;5;1976
104;Sommerhus;67;3;1976
105;Villa;184;4;1957
106;Villa;149;3;1974
107;Villa;112;4;1986
108;Sommerhus;124;5;1967
109;Villa;149;5;1903
110;Villa;141;5;1977
111;Villa;140;4;1921
112;Villa;96;4;1967
113;Lejlighed;86;3;2002
114;Villa;130;5;1964
115;Villa;89;4;1960
116;Villa;110;3;1926
117;Villa;156;5;1999
118;Lejlighed;80;3;1973
119;Villa;201;7;1965
120;Sommerhus;86;4;2004
121;Sommerhus;70;2;1972
122;Villa;119;4;1930
123;Villa;108;4;1928
124;Sommerhus;91;4;2005
125;Sommerhus;75;3;1973
126;Villa;197;5;1973
127;Sommerhus;70;2;2014
128;Villa;94;3;1966
129;Sommerhus;105;5;1986
130;Sommerhus;71;4;1972
131;Rækkehus;118;4;1980
132;Villa;177;4;1960
133;Lejlighed;93;3;1890
134;Villa;216;7;1918
135;Lejlighed;76;3;1942
136;Sommerhus;80;4;1978
137;Villa;215;6;1963
138;Villa;131;4;1978
139;Villa;165;6;1967
140;Villa;131;4;1994
141;Villa;207;8;1706
142;Sommerhus;105;5;1982
143;Villa;127;5;1943
144;Lejlighed;66;2;1991
145;Villa;202;6;1965
146;Villa;205;6;1969
147;Rækkehus;117;4;1856
148;Rækkehus;82;3;1989
149;Rækkehus;133;4;1989
150;Villa;120;4;1959
151;Villa;137;5;1957
152;Villa;181;6;2003
153;Villa;139;4;1959
154;Villa;140;5;2005
155;Lejlighed;90;2;1979
156;Villa;133;4;1998
157;Villa;94;4;1965
158;Lejlighed;136;4;1911
159;Sommerhus;50;3;1978
160;Sommerhus;46;3;1972
161;Villa;163;4;1971
162;Villa;155;6;1909
163;Sommerhus;69;4;1980
164;Villa;140;4;1955
165;Lejlighed;116;4;1930
166;Villa;218;5;1974
167;Villa;161;6;2011
168;Villa;112;4;1979
169;Lejlighed;95;3;1900
170;Rækkehus;81;3;1982
171;Lejlighed;60;2;1938
172;Villa;172;6;2004
173;Sommerhus;72;3;1987
174;Villa;113;4;1989
175;Villa;281;11;1910
176;Lejlighed;86;3;1969
177;Villa;127;4;1923
178;Sommerhus;91;4;1972
179;Villa;162;5;1923
180;Villa;142;5;1978
181;Villa;127;5;1974
182;Villa;207;8;1750
183;Sommerhus;66;3;1977
184;Villa;138;4;1963
185;Villa;126;4;1968
186;Villa;99;4;1935
187;Sommerhus;87;4;1942
188;Villa;131;5;1962
189;Rækkehus;108;4;1988
190;Rækkehus;124;3;2001
191;Villa;98;3;1955
192;Villa;110;3;1962
193;Villa;109;4;1928
194;Lejlighed;96;4;1977
195;Villa;176;7;2005
196;Villa;260;7;1857
197;Villa;106;4;1969
198;Rækkehus;104;5;1975
199;Villa;98;4;1963
200;Villa;176;4;1902
201;Villa;191;5;1988
202;Lejlighed;86;3;1971
203;Sommerhus;68;4;1980
204;Lejlighed;57;2;1934
205;Lejlighed;70;3;1920
206;Rækkehus;104;4;1983
207;Villa;195;5;1973
208;Villa;233;7;1984
209;Villa;156;7;1966
210;Rækkehus;89;4;1986
211;Rækkehus;124;3;2001
212;Lejlighed;80;3;1926
213;Villa;110;4;1964
214;Villa;187;6;2000
215;Lejlighed;89;3;1900
216;Villa;197;6;1920
217;Rækkehus;48;2;1859
218;Villa;155;7;1969
219;Villa;167;5;1921
220;Sommerhus;82;4;1973
221;Lejlighed;76;3;1910
222;Villa;145;5;1910
223;Lejlighed;59;2;1952
224;Lejlighed;98;4;1954
225;Villa;106;5;1947
226;Villa;125;4;1885
227;Villa;101;4;1981
228;Villa;116;4;1969
229;Lejlighed;86;3;1973
230;Lejlighed;59;2;1952
231;Rækkehus;89;4;1986
232;Lejlighed;133;4;1970
233;Villa;120;4;1967
234;Lejlighed;96;4;1977
235;Lejlighed;93;3;1910
236;Villa;183;8;1986
237;Villa;162;5;1972
238;Lejlighed;91;4;1968
239;Villa;174;5;1918
240;Villa;108;4;1969
241;Lejlighed;83;3;1910
242;Villa;123;4;1976
243;Villa;146;5;1962
244;Villa;127;3;1965
245;Lejlighed;80;3;1903
246;Villa;218;7;1932
247;Sommerhus;75;4;1980
248;Rækkehus;95;4;1987
249;Villa;134;6;1962
250;Villa;158;4;1972
251;Rækkehus;55;2;1859
252;Lejlighed;80;3;1966
253;Villa;191;6;1972
254;Lejlighed;88;3;1969
255;Villa;151;4;1961
256;Villa;180;5;1972
257;Villa;154;4;1929
258;Villa;156;3;1934
259;Villa;116;6;1948
260;Villa;218;4;1965
261;Lejlighed;188;6;1895
262;Sommerhus;83;5;1965
263;Rækkehus;120;4;1987
264;Villa;295;6;1890
265;Rækkehus;110;3;1977
266;Villa;108;4;1922
267;Villa;116;4;1926
268;Villa;216;7;1974
269;Lejlighed;238;6;1895
270;Villa;152;5;1978
271;Lejlighed;122;5;1910
272;Villa;115;5;1971
273;Lejlighed;140;3;1907
274;Villa;174;5;1972
275;Villa;140;6;1938
276;Lejlighed;55;2;1934
277;Villa;140;5;1959
278;Lejlighed;64;3;1928
279;Villa;132;5;1929
280;Villa;141;5;1948
281;Rækkehus;110;4;1965
282;Lejlighed;119;3;1971
283;Lejlighed;74;3;1926
284;Villa;166;7;1984
285;Villa;165;6;1959
286;Lejlighed;82;2;1971
287;Villa;214;6;1928
288;Lejlighed;61;2;1926
289;Villa;174;3;1937
290;Villa;157;5;2003
291;Rækkehus;82;3;1981
292;Lejlighed;143;3;1907
293;Villa;117;3;1953
294;Villa;156;3;1959
295;Lejlighed;80;3;1928
296;Villa;135;5;1928
297;Lejlighed;58;2;1915
298;Villa;261;7;1933
299;Villa;112;3;1960
300;Lejlighed;107;5;1900
301;Villa;130;5;1960
302;Lejlighed;55;2;1938
303;Villa;173;6;1970
304;Villa;102;5;1932
305;Villa;161;5;1971
306;Villa;150;6;1985
307;Villa;112;4;1945
308;Lejlighed;60;2;1915
309;Villa;151;5;1935
310;Villa;146;5;1978
311;Lejlighed;95;4;1903
312;Villa;139;3;1903
313;Sommerhus;57;3;1973
314;Villa;163;6;1958
315;Lejlighed;86;3;1973
316;Villa;89;3;1960
317;Lejlighed;32;1;1973
318;Villa;162;4;1973
319;Lejlighed;100;3;1979
320;Rækkehus;82;3;1989
321;Sommerhus;50;3;1979
322;Sommerhus;85;3;1997
323;Villa;199;6;1967
324;Villa;120;5;1920
325;Villa;144;5;1984
326;Villa;156;4;1973
327;Villa;90;4;1949
328;Villa;185;5;1968
329;Villa;141;4;1947
330;Villa;72;3;1954
331;Villa;176;5;1930
332;Villa;117;4;1856
333;Villa;127;4;1983
334;Villa;154;5;1979
335;Villa;138;5;1959
336;Lejlighed;60;2;1938
337;Villa;157;6;1780
338;Villa;140;3;1944
339;Sommerhus;106;6;1967
340;Lejlighed;58;2;1991
341;Sommerhus;75;4;1984
342;Rækkehus;118;4;1987
343;Lejlighed;75;2;2002
344;Rækkehus;110;3;1977
345;Villa;155;6;1979
346;Villa;162;6;1976
347;Sommerhus;74;3;1974
348;Villa;98;5;1910
349;Villa;236;8;1999
350;Lejlighed;69;2;1915
351;Villa;195;7;1965
352;Villa;149;5;1999
353;Villa;104;4;1922
354;Villa;140;5;1920
355;Lejlighed;59;2;1920
