1;Villa;Stoholm;16;9270;1963;5;137;1400000;10218;28-02-2013;Alm. Salg;57,0094142;10,0445171
2;Sommerhus;Ålerusen;37;9240;1973;3;55;410000;7454;14-10-2011;Alm. Salg;57,026564;9,689125
3;Villa;Hjortevej;17;9200;1981;4;101;995000;9851;15-11-2002;Alm. Salg;56,998973;9,8776677
4;Lejlighed;Bispensgade;16;9000;1908;8;299;2700000;9030;03-08-2012;Alm. Salg;57,049505;9,919139
5;Villa;Strøybergsvej;21;9000;1920;7;207;5300000;25603;13-11-2013;Alm. Salg;57,0451121;9,8908282
6;Villa;Østervangsvej;39;9000;1976;4;162;1233000;7611;11-07-2002;Alm. Salg;57,039559;9,964608
7;Sommerhus;Mosters Vænge;40;9370;1966;3;69;475000;6884;21-04-2006;Alm. Salg;57,025888;10,3443799
8;Villa;Kærsgård;17;9310;1977;5;172;730000;4244;14-12-1993;Alm. Salg;57,065342;10,119257
9;Sommerhus;Lille Strandgaard;43;9370;1954;5;82;420000;5121;28-09-2005;Fam. Salg;57,010054;10,348864
10;Villa;Myrtevej;9;9293;1975;3;138;666539;4829;17-04-1997;Alm. Salg;56,890847;10,119747
11;Villa;Heilskovsgade;36;9000;1935;4;211;1110000;0;09-01-2002;Alm. Salg;57,034783;9,941729
12;Lejlighed;Strøybergsvej;22B;9000;1930;2;132;1450000;10984;13-07-2005;Alm. Salg;57,0450332;9,8896781
13;Villa;Skippervej;5;9370;1952;4;117;388304;3318;10-08-2006;;57,05773;10,369967
14;Villa;Brenning;15;9400;1914;4;106;800000;7547;10-12-2013;Alm. Salg;57,060285;9,939835
15;Villa;Steenstrupsvej;7;9000;1929;7;173;4300000;24855;09-06-2015;Alm. Salg;57,0363975;9,9016536
16;Lejlighed;Himmerlandsgade;10;9000;1953;2;61;900000;14754;10-11-2009;Alm. Salg;57,0415463;9,940772
17;Lejlighed;Strubjerg;40;9400;1973;3;80;640000;8000;17-10-2005;Alm. Salg;57,072664;9,920519
18;Lejlighed;Strubjerg;40;9400;1973;1;32;295000;9218;04-10-2005;Alm. Salg;57,072664;9,920519
19;Lejlighed;Østergade;66A;9400;1898;4;146;1100000;7534;08-02-2007;Alm. Salg;57,060831;9,933995
20;Rækkehus;Korsholm;15;9370;1981;3;90;835000;9277;04-04-2008;Alm. Salg;56,995948;10,322822
21;Rækkehus;Lucernehaven;22;9370;1981;3;69;570000;8260;27-04-2015;Alm. Salg;57,080541;10,257742
22;Lejlighed;Strubjerg;216;9400;1979;2;82;465000;5670;15-09-1997;Alm. Salg;57,072614;9,923669
23;Sommerhus;Lille Strandgaard;41;9370;1957;3;45;595000;13222;09-07-2013;Alm. Salg;57,010014;10,348451
24;Villa;Sulsted Landevej;67;9381;1940;5;140;1525000;10892;23-05-2012;Alm. Salg;57,1543127;9,9657207
25;Rækkehus;Bundgårdsvej;47;9000;1959;4;108;2350000;21759;01-07-2013;Alm. Salg;57,040349;9,879262
26;Villa;Kærsgård;15;9310;1975;6;225;850000;0;04-06-1992;Alm. Salg;57,065212;10,119666
27;Lejlighed;Strubjerg;212;9400;1979;2;82;849000;10353;26-05-2015;Alm. Salg;57,072648;9,92395
28;Villa;Stærevej;4;9270;1966;4;107;1250000;11682;09-07-2008;Alm. Salg;57,0127168;10,0657328
29;Rækkehus;Meretesvej;11;9310;1989;3;82;383000;4670;06-07-1993;Alm. Salg;57,068097;10,12856
30;Lejlighed;Sønderbro;37;9000;1942;2;59;890000;15084;27-02-2007;Alm. Salg;57,0398934;9,9321863
31;Rækkehus;Mylius Erichsens Vej;8B;9210;1959;5;110;1590000;14454;12-08-2015;Fam. Salg;57,023944;9,927947
32;Engroshandel;Hjørringvej;172;9400;2002;3;76;140000;1842;28-06-2001;Alm. Salg;0;0
33;Villa;Sønderskovvej;19;9370;1943;4;118;550000;4661;07-06-1995;Alm. Salg;0;0
34;Sommerhus;Nestorvej;6;9370;1998;5;128;1295000;10117;12-08-2005;Alm. Salg;0;0
35;Sommerhus;Hyttefadet;69;9240;2012;4;87;260000;2988;15-07-2009;Alm. Salg;0;0
36;Rækkehus;Lucernehaven;18;9370;1981;3;69;520000;7536;12-05-2010;Alm. Salg;0;0
37;Rækkehus;Korsholm;17;9370;1981;3;90;385000;4277;09-02-1994;Alm. Salg;0;0
38;Sommerhus;Mosters Vænge;42;9370;1966;3;62;840000;13548;20-07-2011;Alm. Salg;0;0
39;Villa;Nøddevej;37;9310;1973;5;166;1650000;9939;03-10-2007;Alm. Salg;0;0
40;Villa;Nøddevej;35;9310;1976;5;132;1350000;10227;19-03-2008;Alm. Salg;0;0
41;Lejlighed;Islandsgade;7;9000;1926;2;61;555000;9098;23-01-2001;Alm. Salg;0;0
42;Lejlighed;Peder Skrams Gade;33;9000;1952;2;59;750000;12711;02-03-2012;Alm. Salg;0;0
43;Villa;Svenstrup Skolevej;16;9230;1948;6;253;1634243;6459;25-11-2010;Alm. Salg;0;0
44;Sommerhus;Slyngelen;8;9370;1973;4;80;725000;9062;08-06-2013;Alm. Salg;0;0
45;Lejlighed;Islandsgade;7;9000;1926;3;74;930000;12567;17-01-2008;Alm. Salg;0;0
46;Villa;Meretesvej;9;9310;1946;5;199;280000;0;07-10-1993;Alm. Salg;0;0
47;Rækkehus;Offerlunden;42F;9230;1979;9;120;900000;7500;15-02-2005;Alm. Salg;0;0
48;Rækkehus;Rolighedsvej;36;9310;1982;3;81;610000;7530;30-01-2005;Alm. Salg;0;0
