1;Stoholm;16;9270;57,0094142;10,0445171
2;Ålerusen;37;9240;57,026564;9,689125
3;Hjortevej;17;9200;56,998973;9,8776677
4;Bispensgade;16;9000;57,049505;9,919139
5;Strøybergsvej;21;9000;57,0451121;9,8908282
6;Østervangsvej;39;9000;57,039559;9,964608
7;Mosters Vænge;40;9370;57,025888;10,3443799
8;Kærsgård;17;9310;57,065342;10,119257
9;Lille Strandgaard;43;9370;57,010054;10,348864
10;Myrtevej;9;9293;56,890847;10,119747
11;Heilskovsgade;36;9000;57,034783;9,941729
12;Strøybergsvej;22B;9000;57,0450332;9,8896781
13;Skippervej;5;9370;57,05773;10,369967
14;Brenning;15;9400;57,060285;9,939835
15;Steenstrupsvej;7;9000;57,0363975;9,9016536
16;Himmerlandsgade;10;9000;57,0415463;9,940772
17;Strubjerg;40;9400;57,072664;9,920519
18;Strubjerg;40;9400;57,072664;9,920519
19;Østergade;66A;9400;57,060831;9,933995
20;Korsholm;15;9370;56,995948;10,322822
21;Lucernehaven;22;9370;57,080541;10,257742
22;Strubjerg;216;9400;57,072614;9,923669
23;Lille Strandgaard;41;9370;57,010014;10,348451
24;Sulsted Landevej;67;9381;57,1543127;9,9657207
25;Bundgårdsvej;47;9000;57,040349;9,879262
26;Kærsgård;15;9310;57,065212;10,119666
27;Strubjerg;212;9400;57,072648;9,92395
28;Stærevej;4;9270;57,0127168;10,0657328
29;Meretesvej;11;9310;57,068097;10,12856
30;Sønderbro;37;9000;57,0398934;9,9321863
31;Mylius Erichsens Vej;8B;9210;57,023944;9,927947
32;Hjørringvej;172;9400;57,087044;9,9650649
33;Sønderskovvej;19;9370;56,997313;10,3040218
34;Nestorvej;6;9370;57,0018488;10,3288539
35;Hyttefadet;69;9240;57,0245161;9,6900381
36;Lucernehaven;18;9370;57,080544;10,257428
37;Korsholm;17;9370;56,995928;10,32297
38;Mosters Vænge;42;9370;57,026228;10,344541
39;Nøddevej;37;9310;57,0852995;10,0820565
